Prov Number,Clinic,Division,District,Specialty,Region,Prenatal Care,Postpartum Care,Imm: Child Combo 2,Antidep Med: Contacts,Antidep Med: 84 Days,Antidep Med: 180 Days,Mental Hosp FU: 7 Day,Total PMPM,PCP consult ratio n M'car,PCP consult ratio M'care,% Female-non medicare,% Female-medicare,Avg Age-non medicare,Avg Age-medicare,Panel size-non medicare,Panel size-medicare,ER Visits/1000 non M'care,ER Visits/1000 M'care,% panel vst seen by PCP,% PCP schedule for panel,URI: Appropriate Tx,Pharyngitis: Testing,AOD: Initiation of Tx,Util: 1st Line antib use,ER Visit/1000 non-m'care,PCI ratio non-m'care,MRI/1000 enr-m'care,MRI/1000 enr-NON m'care,CT/1000enr-m'care,CT/1000enr-non m'care,Lab/1000 enr-m'care,Lab/1000 enr-NON m'care,% Generic Rx,CAD: Chol Mgt-LDL Screen,Well-Child Visit 15MO: 6+,Well-Child 3-6 YO,Well-Care Adolescent,Asthma Appropriate Meds,Screen: Chlamydia,Panel - % Medicare,PCP consult ratio,CT-MRI/1000enr-m'care,CT-MRI/1000enr-non m'care,CT-MRI/1000enr-m'care&non,AOD: Engagement of Tx,CAD: Beta Blocker Persist,Total panel size,Panel Inx:agg Pat inx #2,Controlling HBP,Panel Inx:agg Pat inx #1,Child Access 7-11YO,DM: HbA1c Test,DM: Retinal Exam,DM: LDL Screen (Annual),DM: LDL<100 (Annual),DM: LDL<130,DM: Nephropathy,Pri Care Qlty Incent Idx,Screen: Breast CA (40-69),Screen: Cervical CA,Listen carefully to you?,Explain understandably?,Spend enough time w/ you?,Respect what you said?,Your best interests 1st?,Info to diagnose/treat,Knowledge of medical hx,Helpful-clinical staff,Courtesy/Respect-clinical,Helpful-office staff,In exam room w/in 15 min,Wait time explanation,Clinician rating (0-10),Help/advice you needed,Urgent care when wanted,Appt for care when wanted,Get PCP you're happy with,Ease of seeing specialist,Get care believed nec,Overall Health Care,Courtesy/Respect-office
12806,CSC,GPD,SEA,DERMATOLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.3333333333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12808,CSC,GPD,SEA,EMERGENCY MEDICINE,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12810,CSC,GPD,SEA,FAMILY MEDICINE,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12813,CSC,GPD,SEA,ONCOLOGY/HEMATOLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12821,CSC,GPD,SEA,RADIATION THERAPY/ONCOLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12824,CSC,GPD,SEA,ONCOLOGY/HEMATOLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12827,CSC,GPD,SEA,OTOLARYNGOLOGY (ENT),CENT, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.8333333333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12828,CSC,GPD,SEA,"INTERNAL MEDICINE, GENERAL",CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.7619047619, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12831,CSC,GPD,SEA,CARDIOLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12832,CSC,GPD,SEA,UROLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12833,NON,HPD,-,CONSULTATIVE INTERNAL MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12840,CSC,GPD,SEA,PULMONARY MEDICINE,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12841,CSC,GPD,SEA,INFECTIOUS DISEASE,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12842,CSC,GPD,SEA,"SURGERY, PLASTIC",CENT, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,0.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12845,CSC,GPD,SEA,ANESTHESIOLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12851,CSC,GPD,SEA,"INTERNAL MEDICINE, GENERAL",CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12852,CSC,GPD,SEA,"INTERNAL MEDICINE, GENERAL",CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12858,CSC,GPD,SEA,PHYSIATRY,CENT, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.9111111111, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12864,CSC,GPD,SEA,"PSYCHIATRY, ADULT",CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12869,CSC,GPD,SEA,"SURGERY, ORTHOPEDIC",CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12874,CSC,GPD,SEA,ONCOLOGY/HEMATOLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12898,CSC,GPD,SEA,ALLERGY,CENT, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,0.65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12904,CSC,GPD,SEA,OBSTETRICS/GYNECOLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12905,CSC,GPD,SEA,NEUROSURGERY,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12908,CSC,GPD,SEA,"INTERNAL MEDICINE, GENERAL",CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12910,CSC,GPD,SEA,"INTERNAL MEDICINE, GENERAL",CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.6638655462, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12911,CSC,GPD,SEA,"SURGERY, GENERAL",CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.3333333333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12913,CSC,GPD,SEA,OPHTHALMOLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12917,CSC,GPD,SEA,"SURGERY, ORTHOPEDIC",CENT, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12918,CSC,GPD,SEA,"SURGERY, ORTHOPEDIC",CENT, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.9611231102, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.9107142857,0.8545454545,0.8571428571,0.9285714286,0.8571428571,0.8727272727,0.8214285714,0.8392857143,0.8928571429,0.75,0.9074074074,0.7692307692,0.8363636364,0.5576923077,0.5869565217,0.34,0.7857142857,0.7142857143,0.8113207547,0.6315789474,0.8571428571
12925,CSC,GPD,SEA,NEUROLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12927,CSC,GPD,SEA,"INTERNAL MEDICINE, GENERAL",CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12929,CSC,GPD,SEA,OTOLARYNGOLOGY (ENT),CENT, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.1666666667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12935,CSC,GPD,SEA,CARDIOLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12939,CSC,GPD,SEA,CARDIOLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12946,CSC,GPD,SEA,GASTROENTEROLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12952,CSC,GPD,SEA,FAMILY MEDICINE,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.3333333333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12958,CSC,GPD,SEA,ONCOLOGY/HEMATOLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.5483870968, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12960,CSC,GPD,SEA,GASTROENTEROLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12961,CSC,GPD,SEA,EMERGENCY MEDICINE,CENT, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12967,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.6538461538, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12969,CSC,GPD,SEA,"INTERNAL MEDICINE, GENERAL",CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12975,NON,HPD,-,"PSYCHIATRY, ADULT",-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.2666666667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12979,CSC,GPD,SEA,"PSYCHIATRY, CHILD",CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12981,CSC,GPD,SEA,"SURGERY, PLASTIC",CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12982,CSC,GPD,SEA,"INTERNAL MEDICINE, GENERAL",CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12986,CSC,GPD,SEA,"INTERNAL MEDICINE, GENERAL",CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.875, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12992,CSC,GPD,SEA,"INTERNAL MEDICINE, GENERAL",CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.8421052632, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12993,CH,GPD,SEA,RADIATION THERAPY/ONCOLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.6565656566, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.9375,1,0.9375,1,0.875,1,0.875,1,1,0.8666666667,0.8,1,0.875,0.6923076923,0.6666666667,0.5384615385,0.8461538462,0.8571428571,1,0.9285714286,0.9333333333
12995,CSC,GPD,SEA,ENDOCRINOLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13002,CSC,GPD,SEA,NEUROLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13003,BMT,GPD,KIT,ONCOLOGY/HEMATOLOGY,SO, , , , , , , , , , , , , , , , , , , , , , , ,0.0869565217, , , , , , , , ,0.6465028355, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13010,CSC,GPD,SEA,CONSULTATIVE INTERNAL MEDICINE,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13012,CSC,GPD,SEA,"SURGERY, GENERAL",CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13014,KNT,GPD,TAC,BEHAVIORAL SCIENCES--OTHER,SO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13016,CSC,GPD,SEA,UROLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13027,SHE,HPD,OLY,FAMILY MEDICINE,SO, , , , , , , , , , , , , , , , , , , , , , , ,0.3134328358, , , , , , , , ,0.6318510858, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13042,TEC,HPD,GHO,URGENT CARE,GHO, , , , , , , , , , , , , , , , , , , , , , , ,0.5, , , , , , , , ,0.8857142857, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13057,OLY,GPD,OLY,FAMILY MEDICINE,SO, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,0.640625, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13060,FPR,-,SEA,FAMILY MEDICINE,CENT, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,0.6842105263, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13105,TSC,GPD,TAC,PHYSICAL THERAPY,SO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.96,0.96,0.96,0.96,0.96,0.92,0.88,0.8333333333,0.88,0.8333333333,0.9583333333,0.8333333333,0.92,0.7272727273,0.7272727273,0.4166666667,0.88,0.75,0.8333333333,0.75,0.875
13111,NON,HPD,-,URGENT CARE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.5628140704, , , , , , , , ,0.8451882845, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13113,VHP,HPD,GHO,"INTERNAL MEDICINE, GENERAL",GHO, , , , , , , , ,1.657142857, , , , , , , , , ,0, , , , , , ,2.221970188, , , , , , ,0.8041237113, , , , , , , ,1.657142857, , , , , , ,1, ,1, , , , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , , , 
13118,VNO,HPD,GHO,FAMILY MEDICINE,GHO, , , , , , , , , , , , , , , , , , , , , , , ,0.9375, , , , , , , , ,0.880952381, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13149,MPE,GPD,SEA,"PSYCHIATRY, ADULT",CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.662202381, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13179,TSC,GPD,TAC,CONSULTATIVE INTERNAL MEDICINE,SO, , , , , , , , , , , , , , , , , , , , , , , ,0.5185185185, , , , , , , , ,0.7380792478, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.8333333333,0.7777777778,0.7777777778,0.8333333333,0.7777777778,0.8333333333,0.8333333333,0.7647058824,0.8333333333,0.7222222222,0.8235294118,0.6666666667,0.9411764706,0.4666666667,0.4666666667,0.6,0.6875,0.75,0.75,0.75,0.8333333333
13181,CSC,GPD,SEA,BEHAVIORAL SCIENCES--OTHER,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.5714285714, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13184,EVM,GPD,SNOH,"SURGERY, GENERAL",EAST, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,0.8333333333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13198,TSC,GPD,TAC,ANESTHESIOLOGY,SO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13206,TSC,GPD,TAC,ANESTHESIOLOGY,SO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13207,NON,HPD,-,ANESTHESIOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13212,TSC,GPD,TAC,ANESTHESIOLOGY,SO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13239,BMT,GPD,KIT,GENERAL PRACTICE,SO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13240,NON,HPD,-,EMERGENCY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13244,TSC,GPD,TAC,EMERGENCY MEDICINE,SO, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,0.8571428571, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13245,NON,HPD,-,EMERGENCY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.6666666667, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13246,NON,HPD,-,EMERGENCY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.3333333333, , , , , , , , ,0.8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,1, ,0.5,0.5,0.25,0.25,0.25,1,0.75,0.5,0.5
13247,TSC,GPD,TAC,EMERGENCY MEDICINE,SO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13248,TSC,GPD,TAC,EMERGENCY MEDICINE,SO, , , , , , , , , , , , , , , , , , , , , , , ,0.6945606695, , , , , , , , ,0.8218071681, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.7727272727,0.7272727273,0.7272727273,0.7727272727,0.8095238095,0.5714285714,0.5,0.6666666667,0.85,0.7272727273,0.8333333333,0.8333333333,0.4545454545,0.65,0.65,0.3157894737,0.7,0.75,0.7,0.4,0.7727272727
13249,TSC,GPD,TAC,EMERGENCY MEDICINE,SO, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,0.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13250,NON,HPD,-,EMERGENCY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.3333333333, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13254,TSC,GPD,TAC,EMERGENCY MEDICINE,SO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13257,NON,HPD,-,EMERGENCY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.6666666667, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13258,TSC,GPD,TAC,EMERGENCY MEDICINE,SO, , , , , , , , , , , , , , , , , , , , , , , ,0.5869565217, , , , , , , , ,0.9060773481, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.3333333333,1,0.5,0.6666666667,0.3333333333,0.3333333333,1,1,1,1,0.75
13259,TSC,GPD,TAC,EMERGENCY MEDICINE,SO, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,0.8571428571, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13261,TSC,GPD,TAC,EMERGENCY MEDICINE,SO, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,0.8461538462, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13264,NON,HPD,-,EMERGENCY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13266,NON,HPD,-,EMERGENCY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13270,TSC,GPD,TAC,EMERGENCY MEDICINE,SO, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,0.875, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13271,TSC,GPD,TAC,EMERGENCY MEDICINE,SO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13272,TSC,GPD,TAC,EMERGENCY MEDICINE,SO, , , , , , , , , , , , , , , , , , , , , , , ,0.6666666667, , , , , , , , ,0.9285714286, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13305,NON,HPD,-,URGENT CARE,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13309,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.5897435897, , , , , , , , ,0.7295373665, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13310,HMH,HPD,-,EMERGENCY MEDICINE,SO, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,0.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13316,TSC,GPD,TAC,OPHTHALMOLOGY,SO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.3333333333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13318,TSC,GPD,TAC,PEDIATRIC CARDIOLOGY,SO, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.0416666667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13336,CSC,GPD,SEA,FAMILY MEDICINE,CENT, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13338,VSP,HPD,GHO,"SURGERY, PLASTIC",GHO, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13339,NON,HPD,-,RADIOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13340,ESC,GPD,KNG,"SURGERY, GENERAL",EAST, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.6666666667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13347,ESC,GPD,KNG,"SURGERY, GENERAL",EAST, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
